0|2|||false|0|0.0|
0|1|||false|0|0.0|
0|2|||false|0|0.0|
0|2|||false|0|0.0|
0|2|||false|0|0.0|
0|1|||false|0|0.0|
0|2|||false|0|0.0|
0|2|||false|0|0.0|
0|2|11.6.2022|12.40|true|11|49.0|Paras Golfkerho
0|1|11.6.2022|12.40|true|12|51.0|Paras Golfkerho
0|2|11.6.2022|12.40|false|14|31.0|Paras Golfkerho
0|2|11.6.2022|12.40|false|14|36.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|16|12.0|Paras Golfkerho
0|1|11.6.2022|12.40|ei|9|33.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|9|7.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|12|26.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|14|16.0|Paras Golfkerho
0|1|11.6.2022|12.40|ei|12|5.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|17|26.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|14|16.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|11|40.0|Paras Golfkerho
0|1|11.6.2022|12.40|ei|16|3.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|17|14.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|17|6.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|10|47.0|Paras Golfkerho
0|1|11.6.2022|12.40|ei|16|18.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|17|29.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|16|5.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|9|7.0|Paras Golfkerho
0|1|11.6.2022|12.40|ei|14|50.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|12|47.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|12|51.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|16|21.0|Paras Golfkerho
0|1|11.6.2022|12.40|ei|14|15.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|17|10.0|Paras Golfkerho
0|2|11.6.2022|12.40|ei|15|47.0|Paras Golfkerho
